자치구,인구수
강동구,440232 
종로구,451200 
중구,479862 
용산구,340350 
성동구,379237 
광진구,371888 
동대문구,393468 
중랑구,322212 
성북구,427763 
강북구,271751 
도봉구,262433 
노원구,488278 
은평구,385312 
서대문구,418135 
마포구,519842 
양천구,363120 
강서구,515749 
구로구,406355 
금천구,267243 
영등포구,578307 
동작구,392808 
관악구,431500 
서초구,750913 
강남구,1082873 
송파구,759350 
강동구,443022 
종로구,426151 
중구,450460 
용산구,338914 
성동구,380833 
광진구,378401 
동대문구,387209 
중랑구,330625 
성북구,429399 
강북구,276708 
도봉구,266868 
노원구,495671 
은평구,393406 
서대문구,412532 
마포구,523224 
양천구,370894 
강서구,518258 
구로구,415393 
금천구,264183 
영등포구,569520 
동작구,399554 
관악구,440769 
서초구,741513 
강남구,1054751 
송파구,763381 
강동구,449332 
종로구,386650 
중구,384002 
용산구,332200 
성동구,380997 
광진구,401400 
동대문구,383370 
중랑구,345913 
성북구,436870 
강북구,287061 
도봉구,276200 
노원구,510652 
은평구,414951 
서대문구,406369 
마포구,523677 
양천구,381057 
강서구,524002 
구로구,418019 
금천구,247909 
영등포구,546651 
동작구,413396 
관악구,459973 
서초구,712308 
강남구,993872 
송파구,770116 
강동구,461225 
종로구,354632 
중구,335302 
용산구,308529 
성동구,364586 
광진구,407714 
동대문구,382820 
중랑구,361269 
성북구,445952 
강북구,301181 
도봉구,285938 
노원구,529256 
은평구,434944 
서대문구,401166 
마포구,516081 
양천구,395254 
강서구,538305 
구로구,414468 
금천구,230725 
영등포구,506928 
동작구,422926 
관악구,487725 
서초구,666390 
강남구,910253 
송파구,771501 
강동구,477179 
종로구,327426 
중구,300414 
용산구,297059 
성동구,360448 
광진구,408672 
동대문구,382535 
중랑구,368531 
성북구,451559 
강북구,309452 
도봉구,293886 
노원구,540499 
은평구,449282 
서대문구,397296 
마포구,508562 
양천구,403865 
강서구,547561 
구로구,414598 
금천구,223331 
영등포구,487163 
동작구,430227 
관악구,503861 
서초구,630386 
강남구,854273 
송파구,766140 
강동구,486146 
종로구,297675 
중구,266306 
용산구,290861 
성동구,358027 
광진구,410780 
동대문구,382777 
중랑구,375009 
성북구,456227 
강북구,315926 
도봉구,301131 
노원구,548873 
은평구,462064 
서대문구,392108 
마포구,495992 
양천구,411654 
강서구,555871 
구로구,413850 
금천구,217142 
영등포구,470506 
동작구,434296 
관악구,520009 
서초구,600480 
강남구,804531 
송파구,765576 
강동구,493447 
종로구,265370 
중구,232815 
용산구,280664 
성동구,355686 
광진구,413818 
동대문구,384400 
중랑구,383210 
성북구,463242 
강북구,323996 
도봉구,310626 
노원구,554672 
은평구,475084 
서대문구,386993 
마포구,476517 
양천구,416552 
강서구,565539 
구로구,416520 
금천구,215810 
영등포구,455586 
동작구,440221 
관악구,536378 
서초구,563403 
강남구,743047 
송파구,763057 
강동구,503839 
종로구,241055 
중구,203064 
용산구,267286 
성동구,346097 
광진구,406184 
동대문구,382459 
중랑구,395758 
성북구,468831 
강북구,332169 
도봉구,317172 
노원구,561455 
은평구,489027 
서대문구,382611 
마포구,458037 
양천구,423230 
강서구,577679 
구로구,406515 
금천구,212740 
영등포구,430068 
동작구,444167 
관악구,553652 
서초구,521730 
강남구,697886 
송파구,756515 
강동구,515149 
종로구,234777 
중구,195818 
용산구,263366 
성동구,343560 
광진구,403866 
동대문구,382440 
중랑구,398278 
성북구,471199 
강북구,334601 
도봉구,319841 
노원구,565145 
은평구,492533 
서대문구,383267 
마포구,450015 
양천구,425629 
강서구,580787 
구로구,405957 
금천구,212105 
영등포구,424076 
동작구,444852 
관악구,556806 
서초구,511642 
강남구,680204 
송파구,756964 
강동구,517170 
종로구,231747 
중구,191887 
용산구,261333 
성동구,343803 
광진구,403556 
동대문구,382562 
중랑구,399739 
성북구,471219 
강북구,335224 
도봉구,321264 
노원구,566311 
은평구,494441 
서대문구,382935 
마포구,447449 
양천구,427006 
강서구,581795 
구로구,405976 
금천구,212415 
영등포구,421120 
동작구,445848 
관악구,558694 
서초구,508030 
강남구,670660 
송파구,757146 
강동구,518257 
종로구,229974 
중구,189131 
용산구,260901 
성동구,344240 
광진구,403703 
동대문구,383118 
중랑구,400424 
성북구,471913 
강북구,335809 
도봉구,322155 
노원구,566940 
은평구,495309 
서대문구,383195 
마포구,445283 
양천구,427907 
강서구,582530 
구로구,405861 
금천구,212483 
영등포구,420038 
동작구,446926 
관악구,559549 
서초구,505458 
강남구,664394 
송파구,756813 
강동구,518907 
종로구,229129 
중구,186994 
용산구,260263 
성동구,344685 
광진구,403659 
동대문구,383616 
중랑구,400736 
성북구,472494 
강북구,336222 
도봉구,322772 
노원구,567051 
은평구,496048 
서대문구,383442 
마포구,444179 
양천구,428185 
강서구,583289 
구로구,405999 
금천구,212671 
영등포구,419239 
동작구,447485 
관악구,559692 
서초구,504569 
강남구,661661 
송파구,756609 
강동구,518720 
종로구,231237 
중구,185958 
용산구,261607 
성동구,345805 
광진구,403232 
동대문구,385199 
중랑구,399911 
성북구,472609 
강북구,334600 
도봉구,322096 
노원구,566164 
은평구,494489 
서대문구,384250 
마포구,443760 
양천구,428128 
강서구,584453 
구로구,406460 
금천구,212100 
영등포구,421777 
동작구,446891 
관악구,558905 
서초구,505963 
강남구,661041 
송파구,756891 
강동구,518602 
종로구,233943 
중구,186270 
용산구,266903 
성동구,348975 
광진구,403325 
동대문구,385808 
중랑구,396558 
성북구,471519 
강북구,330427 
도봉구,320794 
노원구,563514 
은평구,491511 
서대문구,384866 
마포구,446142 
양천구,427066 
강서구,585801 
구로구,403653 
금천구,210191 
영등포구,426278 
동작구,446343 
관악구,554831 
서초구,515839 
강남구,667472 
송파구,758685 
강동구,518699 
종로구,245509 
중구,200270 
용산구,277760 
성동구,353714 
광진구,401313 
동대문구,386295 
중랑구,387950 
성북구,467889 
강북구,322583 
도봉구,315292 
노원구,556254 
은평구,484054 
서대문구,386140 
마포구,449205 
양천구,421554 
강서구,585662 
구로구,401384 
금천구,212032 
영등포구,437911 
동작구,443741 
관악구,545672 
서초구,543150 
강남구,691853 
송파구,762343 
강동구,515048 
종로구,281585 
중구,244620 
용산구,300693 
성동구,363064 
광진구,401327 
동대문구,390391 
중랑구,375654 
성북구,456716 
강북구,310560 
도봉구,308127 
노원구,543447 
은평구,469323 
서대문구,390711 
마포구,454141 
양천구,406281 
강서구,578432 
구로구,408241 
금천구,219019 
영등포구,485915 
동작구,437257 
관악구,528369 
서초구,589221 
강남구,743283 
송파구,763045 
강동구,503812 
종로구,351184 
중구,356437 
용산구,321028 
성동구,377749 
광진구,382846 
동대문구,389187 
중랑구,347201 
성북구,438462 
강북구,290901 
도봉구,288953 
노원구,515357 
은평구,429598 
서대문구,401136 
마포구,472378 
양천구,383388 
강서구,550161 
구로구,409362 
금천구,247016 
영등포구,541605 
동작구,414805 
관악구,484460 
서초구,651453 
강남구,873247 
송파구,761285 
강동구,474445 
종로구,401324 
중구,420974 
용산구,333143 
성동구,377097 
광진구,371365 
동대문구,388603 
중랑구,330880 
성북구,427251 
강북구,278628 
도봉구,276398 
노원구,503428 
은평구,406575 
서대문구,411593 
마포구,489223 
양천구,368586 
강서구,534350 
구로구,408696 
금천구,260864 
영등포구,557788 
동작구,397946 
관악구,453350 
서초구,700063 
강남구,979005 
송파구,758545 
강동구,458710 
종로구,435491 
중구,455345 
용산구,336527 
성동구,374878 
광진구,370522 
동대문구,390435 
중랑구,322209 
성북구,423211 
강북구,273303 
도봉구,268267 
노원구,495950 
은평구,394440 
서대문구,418178 
마포구,498488 
양천구,360545 
강서구,527187 
구로구,405246 
금천구,263986 
영등포구,564945 
동작구,392586 
관악구,441410 
서초구,723704 
강남구,1030845 
송파구,757118 
강동구,449062 
종로구,461144 
중구,483052 
용산구,338577 
성동구,371704 
광진구,367738 
동대문구,392819 
중랑구,317609 
성북구,421481 
강북구,270339 
도봉구,263369 
노원구,488444 
은평구,386262 
서대문구,421448 
마포구,504989 
양천구,354632 
강서구,519677 
구로구,400425 
금천구,265557 
영등포구,572659 
동작구,388062 
관악구,433619 
서초구,744206 
강남구,1060573 
송파구,754912 
강동구,441892 
종로구,476937 
중구,504502 
용산구,337898 
성동구,372048 
광진구,367973 
동대문구,393387 
중랑구,315122 
성북구,419229 
강북구,268029 
도봉구,259431 
노원구,483414 
은평구,380164 
서대문구,421935 
마포구,509858 
양천구,351796 
강서구,513852 
구로구,397863 
금천구,265984 
영등포구,576235 
동작구,386953 
관악구,428539 
서초구,755678 
강남구,1079934 
송파구,758452 
강동구,436926 
종로구,483280 
중구,514465 
용산구,341870 
성동구,371763 
광진구,366804 
동대문구,395706 
중랑구,311976 
성북구,418190 
강북구,265004 
도봉구,257599 
노원구,482029 
은평구,376231 
서대문구,424525 
마포구,515300 
양천구,351817 
강서구,511517 
구로구,396543 
금천구,267403 
영등포구,578205 
동작구,387672 
관악구,424997 
서초구,761323 
강남구,1094322 
송파구,766854 
강동구,434999 
종로구,482654 
중구,513360 
용산구,342951 
성동구,371197 
광진구,367992 
동대문구,397280 
중랑구,311852 
성북구,418153 
강북구,263796 
도봉구,257819 
노원구,482310 
은평구,376348 
서대문구,425984 
마포구,517706 
양천구,354132 
강서구,509723 
구로구,396543 
금천구,266233 
영등포구,579554 
동작구,388838 
관악구,422858 
서초구,763463 
강남구,1098580 
송파구,767240 
강동구,436461 
종로구,469368 
중구,502219 
용산구,345244 
성동구,375364 
광진구,371365 
동대문구,395827 
중랑구,314665 
성북구,420514 
강북구,266615 
도봉구,259213 
노원구,481955 
은평구,379716 
서대문구,422430 
마포구,518506 
양천구,359361 
강서구,510146 
구로구,401505 
금천구,266006 
영등포구,574837 
동작구,388125 
관악구,426959 
서초구,757826 
강남구,1095503 
송파구,764963 
강동구,438506 
종로구,449435 
중구,479327 
용산구,342512 
성동구,375636 
광진구,374459 
동대문구,393103 
중랑구,321057 
성북구,421948 
강북구,269680 
도봉구,261306 
노원구,486474 
은평구,385554 
서대문구,416825 
마포구,521985 
양천구,364213 
강서구,514624 
구로구,403279 
금천구,266323 
영등포구,572468 
동작구,391781 
관악구,432690 
서초구,753815 
강남구,1082534 
송파구,764634 
강동구,443254 
종로구,422226 
중구,451988 
용산구,342945 
성동구,377598 
광진구,382822 
동대문구,386040 
중랑구,329144 
성북구,425875 
강북구,274624 
도봉구,265762 
노원구,491751 
은평구,393212 
서대문구,413464 
마포구,526506 
양천구,370746 
강서구,517248 
구로구,410926 
금천구,263014 
영등포구,566718 
동작구,398838 
관악구,441728 
서초구,741204 
강남구,1058565 
송파구,768819 
강동구,446515 
종로구,385629 
중구,390961 
용산구,336247 
성동구,376463 
광진구,402640 
동대문구,380179 
중랑구,343964 
성북구,431872 
강북구,283753 
도봉구,275149 
노원구,507013 
은평구,415383 
서대문구,406462 
마포구,529331 
양천구,379781 
강서구,523932 
구로구,414961 
금천구,247314 
영등포구,543561 
동작구,413474 
관악구,465455 
서초구,714139 
강남구,995836 
송파구,773081 
강동구,459521 
종로구,357580 
중구,343811 
용산구,313645 
성동구,360978 
광진구,409619 
동대문구,378677 
중랑구,358859 
성북구,441180 
강북구,297625 
도봉구,285750 
노원구,526178 
은평구,434303 
서대문구,403015 
마포구,522554 
양천구,395328 
강서구,533790 
구로구,406725 
금천구,230146 
영등포구,508321 
동작구,423628 
관악구,490243 
서초구,675763 
강남구,918176 
송파구,774128 
강동구,474623 
종로구,330985 
중구,307744 
용산구,302128 
성동구,356032 
광진구,411704 
동대문구,380129 
중랑구,366716 
성북구,447260 
강북구,306332 
도봉구,294123 
노원구,536036 
은평구,447559 
서대문구,400472 
마포구,515321 
양천구,403518 
강서구,543148 
구로구,407250 
금천구,223415 
영등포구,488399 
동작구,429866 
관악구,505492 
서초구,641959 
강남구,863763 
송파구,770681 
강동구,482817 
종로구,300011 
중구,271267 
용산구,294932 
성동구,354851 
광진구,412908 
동대문구,380923 
중랑구,374892 
성북구,453632 
강북구,313428 
도봉구,301441 
노원구,546032 
은평구,460250 
서대문구,395340 
마포구,500971 
양천구,412470 
강서구,552163 
구로구,409836 
금천구,217216 
영등포구,473163 
동작구,434677 
관악구,520013 
서초구,611237 
강남구,811062 
송파구,769837 
강동구,491821 
종로구,264096 
중구,235984 
용산구,286521 
성동구,353967 
광진구,414928 
동대문구,383064 
중랑구,383603 
성북구,460536 
강북구,322496 
도봉구,311612 
노원구,552929 
은평구,474659 
서대문구,389018 
마포구,480384 
양천구,416384 
강서구,563809 
구로구,412954 
금천구,216054 
영등포구,457940 
동작구,439806 
관악구,535114 
서초구,573848 
강남구,746092 
송파구,767951 
강동구,501952 
종로구,241430 
중구,204919 
용산구,271027 
성동구,345322 
광진구,406200 
동대문구,381054 
중랑구,395051 
성북구,466535 
강북구,330813 
도봉구,316659 
노원구,561518 
은평구,489450 
서대문구,384079 
마포구,459969 
양천구,423626 
강서구,577596 
구로구,405462 
금천구,213018 
영등포구,431713 
동작구,443102 
관악구,551800 
서초구,525165 
강남구,701295 
송파구,759315 
강동구,514161 
종로구,234472 
중구,196384 
용산구,266209 
성동구,343656 
광진구,403773 
동대문구,381445 
중랑구,398135 
성북구,469163 
강북구,333923 
도봉구,319151 
노원구,565074 
은평구,493301 
서대문구,383885 
마포구,451695 
양천구,426409 
강서구,580223 
구로구,404624 
금천구,212162 
영등포구,425028 
동작구,443603 
관악구,555768 
서초구,515072 
강남구,682988 
송파구,758820 
강동구,516702 
종로구,231437 
중구,192511 
용산구,264535 
성동구,344216 
광진구,403658 
동대문구,382055 
중랑구,399285 
성북구,469671 
강북구,334859 
도봉구,320735 
노원구,565994 
은평구,495491 
서대문구,383529 
마포구,449086 
양천구,427598 
강서구,580998 
구로구,404118 
금천구,212203 
영등포구,422670 
동작구,445289 
관악구,557941 
서초구,510560 
강남구,673373 
송파구,758672 
강동구,517234 
종로구,229561 
중구,189953 
용산구,263133 
성동구,344815 
광진구,403270 
동대문구,382165 
중랑구,399849 
성북구,470580 
강북구,335523 
도봉구,321544 
노원구,566840 
은평구,496853 
서대문구,383307 
마포구,447081 
양천구,427975 
강서구,582429 
구로구,404471 
금천구,212207 
영등포구,421221 
동작구,445887 
관악구,559267 
서초구,508024 
강남구,667611 
송파구,758907 
강동구,518114 
종로구,229141 
중구,187613 
용산구,262632 
성동구,345185 
광진구,403225 
동대문구,382837 
중랑구,400072 
성북구,470551 
강북구,335760 
도봉구,322549 
노원구,567443 
은평구,497094 
서대문구,383856 
마포구,445045 
양천구,428353 
강서구,583153 
구로구,404897 
금천구,212678 
영등포구,420481 
동작구,446733 
관악구,559894 
서초구,507260 
강남구,663581 
송파구,759157 
강동구,518497 
종로구,231341 
중구,187069 
용산구,263372 
성동구,346309 
광진구,402889 
동대문구,383713 
중랑구,399795 
성북구,470678 
강북구,334227 
도봉구,322027 
노원구,566550 
은평구,495477 
서대문구,384382 
마포구,444263 
양천구,428567 
강서구,584146 
구로구,405081 
금천구,212098 
영등포구,422965 
동작구,446375 
관악구,558817 
서초구,508441 
강남구,662561 
송파구,759587 
강동구,518001 
종로구,233505 
중구,186979 
용산구,267988 
성동구,349636 
광진구,402516 
동대문구,384869 
중랑구,396569 
성북구,470274 
강북구,330720 
도봉구,321170 
노원구,564155 
은평구,492648 
서대문구,385173 
마포구,446192 
양천구,427715 
강서구,585234 
구로구,402463 
금천구,209900 
영등포구,427813 
동작구,445210 
관악구,555253 
서초구,518726 
강남구,669153 
송파구,760978 
강동구,518256 
종로구,244773 
중구,201328 
용산구,278215 
성동구,354381 
광진구,401429 
동대문구,385286 
중랑구,388679 
성북구,466377 
강북구,323919 
도봉구,315812 
노원구,555822 
은평구,485189 
서대문구,386649 
마포구,448781 
양천구,422420 
강서구,583628 
구로구,401179 
금천구,211095 
영등포구,439773 
동작구,443385 
관악구,547071 
서초구,546522 
강남구,692849 
송파구,764398 
강동구,514748 
종로구,279332 
중구,244003 
용산구,300468 
성동구,364716 
광진구,400287 
동대문구,388325 
중랑구,376792 
성북구,455733 
강북구,311657 
도봉구,309433 
노원구,545267 
은평구,470298 
서대문구,390648 
마포구,453860 
양천구,408435 
강서구,577390 
구로구,410491 
금천구,219165 
영등포구,488077 
동작구,434992 
관악구,530790 
서초구,591206 
강남구,745840 
송파구,766365 
강동구,504702 
종로구,345864 
중구,350271 
용산구,321591 
성동구,378647 
광진구,382860 
동대문구,389318 
중랑구,350326 
성북구,438279 
강북구,293959 
도봉구,292325 
노원구,520631 
은평구,433117 
서대문구,399679 
마포구,470300 
양천구,386007 
강서구,551626 
구로구,412844 
금천구,245452 
영등포구,541211 
동작구,418020 
관악구,486795 
서초구,650981 
강남구,866268 
송파구,763811 
강동구,479254 
종로구,393714 
중구,414191 
용산구,334153 
성동구,376600 
광진구,370682 
동대문구,385747 
중랑구,332747 
성북구,425354 
강북구,282060 
도봉구,276131 
노원구,506170 
은평구,409052 
서대문구,407561 
마포구,490700 
양천구,372289 
강서구,537740 
구로구,409028 
금천구,258644 
영등포구,559660 
동작구,400917 
관악구,455182 
서초구,706403 
강남구,978543 
송파구,763986 
강동구,464560 
종로구,425989 
중구,447792 
용산구,335277 
성동구,375598 
광진구,368464 
동대문구,384619 
중랑구,324938 
성북구,420339 
강북구,276860 
도봉구,269850 
노원구,498501 
은평구,398118 
서대문구,415235 
마포구,500290 
양천구,366775 
강서구,530682 
구로구,407053 
금천구,262664 
영등포구,566329 
동작구,393623 
관악구,441942 
서초구,727998 
강남구,1032604 
송파구,763574 
강동구,456406 
종로구,448543 
중구,472372 
용산구,338505 
성동구,372530 
광진구,366575 
동대문구,386257 
중랑구,320718 
성북구,417955 
강북구,274276 
도봉구,266255 
노원구,492946 
은평구,389576 
서대문구,419933 
마포구,506294 
양천구,361091 
강서구,523265 
구로구,403667 
금천구,264225 
영등포구,574582 
동작구,389145 
관악구,434170 
서초구,746228 
강남구,1062029 
송파구,760874 
강동구,450734 
종로구,461147 
중구,489863 
용산구,342684 
성동구,372545 
광진구,367703 
동대문구,387453 
중랑구,318971 
성북구,416273 
강북구,271276 
도봉구,262778 
노원구,488980 
은평구,383702 
서대문구,419798 
마포구,511224 
양천구,358180 
강서구,519721 
구로구,401451 
금천구,266847 
영등포구,577118 
동작구,387346 
관악구,430012 
서초구,756137 
강남구,1081046 
송파구,762457 
강동구,445311 
종로구,463667 
중구,495582 
용산구,345576 
성동구,373147 
광진구,367283 
동대문구,389270 
중랑구,317713 
성북구,415129 
강북구,269008 
도봉구,261550 
노원구,485864 
은평구,380672 
서대문구,420792 
마포구,516367 
양천구,358740 
강서구,517532 
구로구,400872 
금천구,266233 
영등포구,582526 
동작구,388658 
관악구,426357 
서초구,765112 
강남구,1093843 
송파구,766615 
강동구,444708 
종로구,462414 
중구,495642 
용산구,344501 
성동구,374419 
광진구,367374 
동대문구,389195 
중랑구,317334 
성북구,413435 
강북구,269200 
도봉구,261282 
노원구,487128 
은평구,380606 
서대문구,420245 
마포구,519469 
양천구,359848 
강서구,517129 
구로구,399973 
금천구,265798 
영등포구,581539 
동작구,389146 
관악구,425839 
서초구,767474 
강남구,1096508 
송파구,769372 
강동구,446594 
종로구,451707 
중구,485110 
용산구,346339 
성동구,375412 
광진구,370932 
동대문구,389131 
중랑구,320069 
성북구,413479 
강북구,269942 
도봉구,261503 
노원구,485899 
은평구,383631 
서대문구,414652 
마포구,521086 
양천구,363829 
강서구,516278 
구로구,402257 
금천구,266162 
영등포구,581565 
동작구,389142 
관악구,428541 
서초구,763149 
강남구,1090912 
송파구,768378 
강동구,449548 
종로구,435460 
중구,467517 
용산구,343647 
성동구,375495 
광진구,374876 
동대문구,385979 
중랑구,325494 
성북구,415614 
강북구,271728 
도봉구,265031 
노원구,486968 
은평구,388069 
서대문구,411023 
마포구,523855 
양천구,368412 
강서구,518905 
구로구,404044 
금천구,263575 
영등포구,577542 
동작구,391890 
관악구,433702 
서초구,759240 
강남구,1076833 
송파구,770357 
강동구,449900 
종로구,414553 
중구,439472 
용산구,345104 
성동구,379171 
광진구,383128 
동대문구,382464 
중랑구,332820 
성북구,419582 
강북구,275297 
도봉구,268347 
노원구,492120 
은평구,396155 
서대문구,405976 
마포구,530797 
양천구,373823 
강서구,520865 
구로구,411333 
금천구,259706 
영등포구,570167 
동작구,398059 
관악구,445049 
서초구,746748 
강남구,1052344 
송파구,776410 
강동구,453465 
종로구,384239 
중구,380535 
용산구,345448 
성동구,381537 
광진구,406654 
동대문구,379489 
중랑구,344191 
성북구,425088 
강북구,283271 
도봉구,275311 
노원구,504742 
은평구,414691 
서대문구,397800 
마포구,534549 
양천구,381660 
강서구,524522 
구로구,416793 
금천구,241967 
영등포구,552360 
동작구,415583 
관악구,464224 
서초구,724890 
강남구,994717 
송파구,782450 
강동구,463080 
종로구,357756 
중구,336989 
용산구,328377 
성동구,364221 
광진구,413905 
동대문구,375386 
중랑구,357261 
성북구,433121 
강북구,295451 
도봉구,283897 
노원구,523390 
은평구,430425 
서대문구,393491 
마포구,532863 
양천구,395521 
강서구,533295 
구로구,406890 
금천구,226060 
영등포구,513537 
동작구,424607 
관악구,487563 
서초구,696165 
강남구,924837 
송파구,790134 
강동구,476126 
종로구,336576 
중구,305984 
용산구,315128 
성동구,356132 
광진구,415313 
동대문구,374817 
중랑구,364923 
성북구,438290 
강북구,304408 
도봉구,290415 
노원구,532692 
은평구,442384 
서대문구,389892 
마포구,525919 
양천구,402198 
강서구,541135 
구로구,406098 
금천구,220158 
영등포구,496124 
동작구,429298 
관악구,502896 
서초구,662585 
강남구,879888 
송파구,783862 
강동구,485301 
종로구,309525 
중구,273013 
용산구,305396 
성동구,353307 
광진구,416571 
동대문구,376890 
중랑구,373353 
성북구,445239 
강북구,311540 
도봉구,297547 
노원구,542033 
은평구,455079 
서대문구,386517 
마포구,516148 
양천구,409088 
강서구,551273 
구로구,407911 
금천구,214904 
영등포구,481162 
동작구,433987 
관악구,516872 
서초구,628215 
강남구,830231 
송파구,780528 
강동구,492206 
종로구,276484 
중구,240380 
용산구,299164 
성동구,352622 
광진구,417471 
동대문구,379615 
중랑구,380529 
성북구,452107 
강북구,320986 
도봉구,306404 
노원구,550524 
은평구,468381 
서대문구,383279 
마포구,497885 
양천구,413878 
강서구,561510 
구로구,411622 
금천구,212628 
영등포구,463799 
동작구,438172 
관악구,532084 
서초구,589781 
강남구,770099 
송파구,776126 
강동구,500719 
종로구,249638 
중구,208890 
용산구,281367 
성동구,344862 
광진구,407384 
동대문구,377911 
중랑구,393312 
성북구,458286 
강북구,330347 
도봉구,312381 
노원구,558371 
은평구,483460 
서대문구,378968 
마포구,476833 
양천구,420735 
강서구,573397 
구로구,408841 
금천구,210725 
영등포구,434641 
동작구,440603 
관악구,548186 
서초구,539689 
강남구,718945 
송파구,761478 
강동구,512351 
